id,date,text,rat
mari****,24.01.19.,"예전에 에코데일리로 100매씩 쟁여놓고 쓰고 있었는데 이제 판매를 안 하시는 건지 없더라구요... 갈아타야겠다 싶어 라이브 보면서 가장 많이 팔리는 것 같은 디럭스로 샀어요. 둘 다 중형 사이즈예요! 두 제품 다 보통 여성에게 잘 맞아요. 세로길이는 비슷한데 가로가 에코데일리보다 조금 짧은 정도? 착용감은 미묘하게 에코데일리가 더 편한데 못 쓸 정도는 전혀 아니에요. 두께는 에코데일리보다 두꺼워서 겨울철엔 좀 더 따뜻하네 싶을 정도ㅋㅋ 에코데일리때부터 좋았던 부분인데, 비움 마스크는 마스크 끈 때문에 귀 뒤가 땡겨서 아프거나 불편한 느낌이 없어서 좋아요! 그리고 개별포장이 아니라서 마음에 듭니다. 솔직히 개별포장 까는 게 귀찮기도 하고 환경에 안 좋을 것 같아서 전 이게 더 좋네요ㅎㅎ 다 쓰면 또 사러 올게요~",평점5
mari****,22.10.14.,"지금 택배로 받아 보고 맘에 넘흐 들어서 바로 리뷰 올립니다 디럭스 핑크 베이지 중형 하나,에코데일리 베이지 중형, 디럭스 그레이 대형 남편꺼 총 3종류 구매를 했는데 일단 색은 다 다운된 색이라 맘에 들어요. 바지26~28 사이즈를 입는데 얼굴이 좀 작아서 디럭스 중형을 고민 했어요 크긴 커요 하지만 엄청 커서 못 쓸 정도는 아니고 끈 한번 꼬아서 써도 돼요 일단 제가 피부가 웜톤에 어두운 색인데 핑크 베이지가 쌩얼에 더 밝아 보이고 그냥 베이지는 화장하고 쓰면 될거 같아요 색은 둘다 환해서 붕 뜨는 색은 아니예요 둘다 맘에 들어요 데일리 중형이 사이즈가 좀 더 작아요 ~ 그레이도 맘에 들어요 재구매 해야 갰어요",평점5
rani****,22.05.10.,"꺄 핑크베이지 진짜 너무 예뻐요~

컬러 마스크 좋아해서 다양한 제품 써보고 있는데, 애니가드 메베 마스크 핑크베이지랑 컬러가 가장 유사하네요!

너무 좋아하는 스타일핏 모양 그대로 얼굴에 착붙인 컬러인데다가 벌크포장이라 쓰레기도 줄이고, 라이브 방송에서 가격도 좋은데, KF94인증까지.. 진짜 그냥 완전 마스크 끝판왕이네요. 안감도 자극없이 너무 부드럽고 두께도 적당하고 너무 완벽한거 아닌가요!",평점5
k7s7****,22.05.07.,"모양도 이쁘고 색깔도 이쁘네요.
첨에 개봉하면서 엇! 마스크가 두꺼운거같은데 하는 생각이 들었는데 막상 써보니 두껍지않네요.
안감은 에코프로랑 같은 재질이에요.
저는 브리즈 안감이 더 좋은데...ㅎ

저는 브리즈는 약간 큰편이고 에코프로는 조금 딱 맞는 느낌으로 조금만 더 크면좋겠다하는 사이즈였는데요. 디럭스 중형이 딱 브리즈와 에코프로 중간이라고 보면될거같아요..
디럭스를 써보는 순간..아 드디어 내 사이즈를 찾았구나 하는 생각이 들었어요..

그리고 에코프로와 브리즈는 모양이 앞으로 불록(?)하다는 느낌이 있다면 디럭스는 모양도 이쁘네요.~^^
또한 자세히 보니 디럭스는 귀끈 연결부분에 비움이라는 글씨로 한번더 디테일을 살려줬더라구요.
디럭스 너무 맘에 드네요~^^",평점5
gisu****,22.12.01.,"약국에서 5매입 6천원짜리 지나가다 구입합니다. 귀차니즘이 있어서 인터넷을 안보았는데. 몇일전 비움라방을 보고 저렴해서 구입해봤네요. 가격과 양에 신세계입니다. 제가쓰는제품은 94제품으로 브이라인을 잘만들어 주는 중대형용으로 남녀공용사이즈입니다. 비움은 사이즈가많아서 고르기가 힘들었어요. 여자는 중사이즈면 된다해서 구매해보았어요.약국용 마스크랑 비움 마스크랑 비교한번해봤어요.
세로길이가 짧은편이며 (대화할때쫌 딸려올라감)끈길이가 길어서 턱부분을 타잇하게 잡아주진않네요.
하지만 이가격에 50장 감사히 잘쓰겠어용~~",평점5
chpn****,22.05.24.,"이전부터 아이보리 색상은 정말 궁금해서 주문했고 아마 첫번째로 아이보리 리뷰를 남기는거지 않나싶습니다.

주현님 런칭방송때 주문했는데 배송이 엄청 빨리 도착했어요!! 물류팀 직원분들 항상 감사드립니다~

색감부터 말씀드리면 연한 연노랑빛이 도는 색감이고 정말 푸름에서만 볼수있눈 독보적인 컬러입니다. 완전 쨍한 노랑도 아니고 말그대로 투명한 물에 노랑빛 파스텔 물감한방울 탄 느낌이네요! (사진엔 잘 안담기네요..)

안감은 더마테스트 받은 스펀본드재질이라 이전에 에코프로/디럭스 라실 같은 느낌이구요, 4중이여도 에어쓰루 빠진 4중이라 한여름 아닌이상 100% 괜찮아요!! 그리고 한여름에도 실내에서는 충분합니다!

항상 라이브 잘보고있고 언제나 재밌게 방송해주셔서 잘보고 있어요~ (주현님 동호님 현정님부터 웃음소리로 재미주시는 푸라니 피디님과 다른 피디님들까지 ㅎ)

앞으로도 타 제품들도 기대중이니 좋은 제품 많이 출시해주세요!",평점5
gemm****,22.05.13.,"핑베 100매 구매하고 라실은 50매 구매하니깐 뭔가 언발란스 한 느낌이 있어 스트랩과 함께 구매했어요🤗 (사실 스트랩 구매하려고 핑계…ㅋㅋㅋ)
컬러 KF94 마스크를 너무 기다렸어요
세상 어디에도 없는 라이트실버 え占좋ØГ
색상 너무 예뻐요🤍 은단 은갈치 아니고 페라리 모데나 컬러😍
밤하늘의 퍼얼~~~🤍🤍🤍
진짜 색상이 신비스럽고 오묘해요
예쁜 컬러에 벌크포장과 저렴하면서 퀄리티 있는걸 내심 원했는데 제가 생각했던거와 100%일치🤭
묻지도 따지지도 않고 오픈런 구매했어요🤗
포장 따위가 이렇게 예쁠일인가요🥹
에코브리즈 무광도 예뻤는데 유광도 반짝반짝✨넘 예뻐요
두께감은 에코프로와 거의 흡사해요 스타일핏 클래식 S/S가 워낙에 얇아서 디럭스가 두껍게 느껴질 수 있겠지만 4중구조임에도 얇은 편이에요 마스크 펼친 사진 보시면 얇은거 체감하실 수 있으실꺼에요
숨쉬기도 편하고 귀끈 편한거야 두말하면 잔소리!
안감 스펀본드인데 저는 에코프로도 만족하며 잘쓰고 있어서 이런 부드럽고 폭닥폭닥한 부직포 느낌도 너무너무 좋아요
사이즈는 제가 모든 중형이 커서 여유롭게 맞아요 저는 참고로 귀끈 묶거나 이어클립 사용합니다
얼굴살이 없어서 옆부분이 뜨긴하는데 턱라인 핏이 예뻐요
그리고 측면으로 귀바로 옆까지 감싸줘서 좋아요
주현님이 말씀해주신대로 압착이 잘되어 있어서 처음에 마스크 확 펼치면 안되요 귀끈 잡지 말고 귀끈 옆 마스크를 잡고 열어야 해요 안그럼 귀끈 떨어질 수 있어요
실내 마스크 오픈되어도 비움 마스크 예뻐서 쓸꺼에요🤗
푸름웰니스 항상 믿고 사용합니다 앞으로도 좋은 상품들 많이많이 출시해 주세요 텅장이 될지언정❤️
- 푸둥이 젬마 -",평점5
ispo****,22.05.07.,"Kf94인데도 얇아서 여름에도 사용하기에도 전혀! 무리없고, 얇아요! 아버지 사용하시라고 구매했습니다! 아버지가 시존에 쓰시던 kf마스크가 두꺼워서 날씨도 더워지고있는만큼 답답해하셨는데, 바꿔드리니까 훨씬 가볍고 얇아서 답답함이 거의없어 좋아하시는것 같아요 마침 라이브를 통해 합리적인 가격으로 사서 좋아요ㅎㅎ 재구매 의사 200%!

얇기 : kf94라고 믿기지 않을만큼 얇음! 여름에도 무리없이 사용가능할듯

안감: 제가 민감성 피부라 그냥 일반 마스크들쓰면 피부가 하루이틀만에 바로 광대쪽 피부에 염증생겨서ㅠ뒤집어지는데 그런것도 없어서 피부약하신분들도 좋습니",평점5
cybe****,22.06.29.,"일반3d가 아니라 새부리형 마스크여서 구매했어요.
엔데믹이라 마스크 가격이 많이 내려갔지만 그래도 업무상 계속 마스크를 써야 해서 여러 회사 제품을 많이 사용해 봤습니다.
새부리형 가격으로 저렴한 편인것 같구요.
단 개별포장이 아닌 50개 벌크 제품으로 낱개로
가지고 다니기는 힘들겠습니다.
이 점 구매할때 참고하세요.
한가지 아쉬운점은 제품 마무리가 조금 좋지
않다는거...
별거 아닐 수도 있겠지만 제품 솔기가 터져있는게
많아요.
컬러 마스크라서 더 눈에 띄는걸지도 모르겠습니다.
아무튼 포장을 열었을때 바로 눈에 들어와서
좀 아쉽네요.",평점3
buty****,22.10.06.,"오나미 마스크로 알고 있던 비움 마스크를 우연히 라방을 보는 바람에 홀린듯이 주문하고 말았네요. 마스크 색상들이 다 마음에 들어서 선택하는데 고민이 많았어요. 집에 여분의 마스크가 많이 없었다면 진짜 색깔별로 다 구매했을지도..^^
고민고민하다 핑크랑 라이트그레이 색상으로 선택했는데.. 실물도 둘 다 예쁘더라구요~~
사진상으로는 핑크빛이 많이 도는데 실제 색상은 베이지 빛에 더 가까운 듯 해요. 엄마가 핑크 마스크 쓰고 이모를 만났는데.. 마스크 색상이 예쁘다고 이모도 몇 개 가져 가셨대요~~^^
성인 여성 평균 얼굴인 제겐 디럭스 중형이 딱이던데.. 두상 자체가 작은 엄마께는 조금 큰 느낌이네요. 담엔 데일리 중형으로 구입해볼까 싶어요.
집에 마스크가 넘쳐나는데.. 라방 볼 때마다 마스크를 사고 싶은 충동이 일어서 참느라 힘드네요~ㅋㅋ 그만큼 비움 마스크가 편하고 예쁘다는 거겠죠?👍",평점5
ispo****,22.05.07.,"Kf94인데도 얇아서 여름에도 사용하기에도 전혀! 무리없고, 얇아요! 저는 엄마랑 같이 사용하려고 구매했습니다! 일단 색이 너무 예뻐서 반했어요ㅠㅠ 실물이 더 이쁘네요! 마침 라이브를 통해 합리적인 가격으로 사서 좋아요ㅎㅎ 재구매 의사 200%입니당 💕

얇기 : kf94라고 믿기지 않을만큼 얇음! 여름에도 무리없이 사용가능할듯

안감: 제가 민감성 피부라 그냥 일반 마스크들쓰면 피부가 하루이틀만에 바로 광대쪽 피부에 염증생겨서ㅠ뒤집어지는데 그런것도 없어서 피부약하신분들도 좋습니다

색감 : 핑크베이지라기보단 살구색?같아요
근데 예쁩니당

그리고 패키지 하나씩 포장안해서 불필요한 포장 쓰레기도 거의 없어서 좋습니다",평점5
wnel****,22.05.15.,"진짜 어디에도 없는 컬러🤍 비움만의 컬러🤍
마스크 색감 맛집이에요 증말루!!!! 핏감은 클래식이라서 말할 거 없이 예쁘고 색감이 진짜 영롱합니다...라이트실버는 무조건 실물파에요 여러분... 실물 보신 분들은 진짜 다른컬러 손 안 갈 정도로 자주 쓰실거에요... 무난한 듯 독특해서 더 예뻐요!! 두께도 두껍지 않고 가격도 좋아서 자주자주 갈아끼기 좋고 벌크포장으로 쓰레기 많이 안 나와서 더 좋아요👍🏻",평점5
seoj****,22.09.08.,"✔️사이즈: 성인 얼굴 작은편인데 디럭스 사이즈 딱 맞아요! (일반성인 남자라면 작을 수 있을 것 같거나, 볼쪽은 안가려질 것 같아요)

✔️두깨: 살짝 두깨감 있음! 그래도 숨쉬기 안힘들어요.

✔️면: 안쪽이 피부에 부드럽게 닿는 면이라서 부풀일어나지 않아요! 화장안하면 2틀까지 사용가능~

💸라이브쇼핑 세일해서 50개 9,000원에 샀는데 1개당 198원(무배) 가성비 좋다고 생각해요!",평점5
blue****,22.06.24.,평소 3면으로 접힌 마스크를 사용하다가 새부리형 마스크가 많이 나와서 한번 바꿔봤어요. 화이트 컬러가 좀 질리고 너무 눈에 띄어서 핑크베이지로 선택해봤는데 생각보다 많이 튀지 않고 얼굴빛이 화사해보이네요~ 사이즈에 대한 고민이 많았는데 성인여성 대부분이 M중형이 맞다기에 주문! 딱 잘 맞아요~ 함께 주문한 에코브리즈보다는 좀더 두껍지만 숨쉬기에 불편하지 않아요. 전에 사용하던 3면마스크보다는 콧등 부분이 완전 밀착되지 않아서 어색하지만; 밴딩 닿는 귀도 아프지 않고 전반적으로 만족스럽네요~ 그리고 일부 누락분이 있었지만 톡톡 메시지 남기니 바로 처리해주셔서 이틀뒤에 잘 받았어요. 라방 보고 주문한거라 주문량 폭주로 배송이 늦어질까 걱정했지만 배송 속도도 빠름!,평점5
soph****,22.11.30.,"토요일에 시켜서 수요일에 왔어요
얼굴이 중형은 크고 소형은 좀 작아서
소형중에 좀 크게 나온 아*르 소형을 썼는데요
가격대가 좀 있어서 좀 부담스러웠는데 비움이
저렴하고 원래 쓰던 마스크랑 사이즈가 비슷해서
한번 사봤는데 원래 쓰던거 보다 아주아주아주
조금 작지만 그래도 딱 맞아요! 특히 제가 볼살이
좀 있는편이라 그냥 소형쓰기엔 좀 작았는데
비움은 가로가 길어서 좋아요 그리고 쓰면
얼굴도 작아보여요 언제 산건지는
모르겠지만 중형사이즈도 있어서 써봤는데
저한테는 많이 크네요 눈까지 가려버림..
마스크 사이즈가 다른것보다
살짝 큰 편인것 같아요
까다로운 편이라 사이즈, 가격대, 색깔, 디자인,
핏을 꼼꼼히 보는데 진짜 비움은 이 5가지가
다 갖춰진것 같아요 제 마스크는 비움으로 정착..
다음에는 다른색으로도 사야겠네요!",평점5
kara****,22.05.17.,"비움 마스크는 매번 신상 주문할때마다
업그레이드 되어서 나오는거 같아요.
94이지만 얇아서 지금 사용하기 딱 좋두께감
색상도 너무 잘빠져서 더워보이지 않고 착용하기
좋아요!!! 아직은 94를 써야 맘이 편해서 구매했어요. 비움 스타일 보다 끈도 가볍고 늘어나기도
더 잘늘어나서 귀 편안해요!!",평점5
khy0****,22.05.28.,"상품 재질 두께 색감 다 마음에 들어요
근데 저에겐 세로 길이가 너무 짧은듯 합니다.
아이보린 옆부분이 좀떠서 ㅠㅠ
베이지는 괜찮은뎅...

자외서 차단을 위해 위쪽으로 쓰는 편이라
위로 바짝 당겨 착용하면 위쪽이 얼굴에서 붕떠요
그리고 자꾸 아래로 내려가요
대형도 괜찮을듯 합니다. 혹 넘크려나...^^;;;;

디자인 자체가 그리되어 아래로 내려 가는듯 합니다
(얼굴 사이즈 크지않고 머리통 사이즈도 일반적으로 모자 스몰 씁니다.)ㅎㅎ

아마도 디자인 만들때부터
아랫부분은 타상품과 비슷하게 감싸주면서
세로 길이를 짧게해 위쪽을 덜 덮이게
디자인 되어
숨쉴때 덜 답답하게 하려고 한것 같아요

그게 괜찮으신분은 최고 상품입니다.
개취라 전 별로
편하긴 합니다.ㅎㅎ 가성비 좋아요",평점5
